,variable,correlation_true,mutual_info,unpriv_prob_pos,priv_prob_pos,unbalance,statistical_parity,equal_opportunity,average_odds,instance_num,log_inst_num,class_num,feat_num,log_feat_num,inst_missing_vals,perc_inst_missing_val,feat_missing_val,perc_feat_missing_val,missing_vals,perc_miss_vals,numeric_features,cat_features,ratio_num_cat,ratio_cat_num,dataset_ratio,log_dataset_ratio,inverse_ratio,log_inverse_ratio,class_prob_min,class_prob_max,class_prob_mean,class_prob_std,symbols,symbols_min,symbols_max,symbols_mean,symbols_std,symbols_sum,kurtosis_min,kurtosis_max,kurtosis_mean,kurtosis_std,kurtosis_var,skew_min,skew_max,skew_mean,skew_std,skew_var,class_entropy,unpriv_prob_neg,priv_prob_neg,pos_prob,neg_prob
10,EducationField_Medical,-0.13396607844181513,0.00959253132177583,0.8064516129032258,0.9074074074074074,0.956035379812695,-0.005376344086021501,0.05734767025089604,-0.009478458049886673,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,3.900801130725517,11.883083619431169,-1.7143506502423822,-0.9961748857692536,8.484067820435309,1.3330484137788585,1.8421012569094153,0.5560237543983453,3.13549421592915,0.19354838709677424,0.09259259259259256,-0.10095579450418168,0.10095579450418168
11,EducationField_Other,-0.062163070321759016,0.0035116802701443545,0.8402777777777778,1.0,0.996135752688172,-0.17361111111111116,0.26388888888888884,0.3086597197269134,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,3.900801130725517,11.883083619431169,45.597613346104716,-0.9961748857692536,8.484067820435309,1.3330484137788585,1.8421012569094153,6.854003664332094,3.13549421592915,0.1597222222222222,0.0,-0.1597222222222222,0.1597222222222222
12,EducationField_Technical Degree,0.051639539705277286,0.00123283224036147,0.849624060150376,0.7857142857142857,1.007215619694397,-0.10902255639097747,-0.03007518796992481,-0.16361625100563154,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,3.900801130725517,11.883083619431169,5.842649727767695,-0.9961748857692536,8.484067820435309,1.3330484137788585,1.8421012569094153,2.7862765260566906,3.13549421592915,0.15037593984962405,0.2142857142857143,0.06390977443609025,-0.06390977443609025
13,Gender_Female,-0.012292833505820949,7.568614252806416e-05,0.8395061728395061,0.8484848484848485,0.995221027479092,0.021324354657687894,0.029180695847362492,0.07255171299288948,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,3.900801130725517,11.883083619431169,-1.9842228156404402,-0.9961748857692536,8.484067820435309,1.3330484137788585,1.8421012569094153,0.20727354484249363,3.13549421592915,0.16049382716049387,0.1515151515151515,-0.008978675645342382,0.008978675645342382
14,Gender_Male,0.012292833505820949,7.568614252806416e-05,0.8484848484848485,0.8395061728395061,1.0058651026392962,-0.021324354657687894,-0.029180695847362492,-0.07255171299288948,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,3.900801130725517,11.883083619431169,-1.9842228156404407,-0.9961748857692536,8.484067820435309,1.3330484137788585,1.8421012569094153,-0.20727354484249333,3.13549421592915,0.1515151515151515,0.16049382716049387,0.008978675645342382,-0.008978675645342382
15,JobRole_Healthcare Representative,0.051639539705277286,0.00123283224036147,0.849624060150376,0.7857142857142857,1.007215619694397,-0.18796992481203012,0.048872180451127845,-0.21349557522123896,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,3.900801130725517,11.883083619431169,5.842649727767693,-0.9961748857692536,8.484067820435309,1.3330484137788585,1.8421012569094153,2.7862765260566906,3.13549421592915,0.15037593984962405,0.2142857142857143,0.06390977443609025,-0.06390977443609025
16,JobRole_Human Resources,0.1004302760077516,0.004095645768884527,0.851063829787234,0.6666666666666666,1.0089224433768016,-0.17730496453900713,-0.07801418439716312,-0.20238095238095238,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,3.900801130725517,11.883083619431169,20.265875927284583,-0.9961748857692536,8.484067820435309,1.3330484137788585,1.8421012569094153,4.68938273344425,3.13549421592915,0.14893617021276595,0.33333333333333337,0.18439716312056742,-0.18439716312056742
17,JobRole_Laboratory Technician,0.03822254657729741,0.0006982848436910688,0.8492063492063492,0.8095238095238095,1.006720430107527,0.07936507936507942,-0.19841269841269848,-0.05461358178293457,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,3.900801130725517,11.883083619431169,2.2841634738186474,-0.9961748857692536,8.484067820435309,1.3330484137788585,1.8421012569094153,2.062345731628369,3.13549421592915,0.1507936507936508,0.19047619047619047,0.03968253968253965,-0.03968253968253965
18,JobRole_Manager,-0.0513174783671485,0.0014952701699992646,0.8382352941176471,0.9090909090909091,0.9937144212523717,0.012700534759358284,-0.015374331550802145,-0.09258373205741632,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,3.900801130725517,11.883083619431169,8.780898487921814,-0.9961748857692536,8.484067820435309,1.3330484137788585,1.8421012569094153,3.265211438874344,3.13549421592915,0.16176470588235292,0.09090909090909094,-0.07085561497326198,0.07085561497326198
19,JobRole_Manufacturing Director,-0.06880058383913533,0.002634425925272958,0.8333333333333334,0.9047619047619048,0.9879032258064516,-0.08730158730158732,0.3015873015873016,0.3333333333333333,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,3.900801130725517,11.883083619431169,2.2841634738186456,-0.9961748857692536,8.484067820435309,1.3330484137788585,1.8421012569094153,2.062345731628368,3.13549421592915,0.16666666666666663,0.09523809523809523,-0.0714285714285714,0.0714285714285714
20,JobRole_Research Director,-0.08884216723762642,0.007104199082151874,0.8368794326241135,1.0,0.9921070693205216,0.17021276595744683,-0.07801418439716312,0.4816998280520757,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,3.900801130725517,11.883083619431169,20.265875927284608,-0.9961748857692536,8.484067820435309,1.3330484137788585,1.8421012569094153,4.689382733444252,3.13549421592915,0.16312056737588654,0.0,-0.16312056737588654,0.16312056737588654
21,JobRole_Research Scientist,-0.038255161665335845,0.0007678968221067894,0.8373983739837398,0.875,0.9927222659323367,-0.05386178861788615,0.1097560975609756,0.026907073509015278,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,3.900801130725517,11.883083619431169,1.408103214652836,-0.9961748857692536,8.484067820435309,1.3330484137788585,1.8421012569094153,1.8409589771713373,3.13549421592915,0.16260162601626016,0.125,-0.03760162601626016,0.03760162601626016
22,JobRole_Sales Executive,0.04509744009057389,0.0009881817960269157,0.8532110091743119,0.8157894736842105,1.0114678899082568,0.09005311443746977,-0.07725736359246738,0.09211789554531491,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,3.900801130725517,11.883083619431169,-0.7682995054862736,-0.9961748857692536,8.484067820435309,1.3330484137788585,1.8421012569094153,1.1146034794892705,3.13549421592915,0.14678899082568808,0.1842105263157895,0.03742153549010141,-0.03742153549010141
23,JobRole_Sales Representative,0.005794054385062593,1.65102905758871e-05,0.8439716312056738,0.8333333333333334,1.0005147563486616,0.17021276595744683,-0.25177304964539005,0.01073338426279602,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,3.900801130725517,11.883083619431169,20.265875927284593,-0.9961748857692536,8.484067820435309,1.3330484137788585,1.8421012569094153,4.689382733444252,3.13549421592915,0.15602836879432624,0.16666666666666663,0.010638297872340385,-0.010638297872340385
24,MaritalStatus_Divorced,-0.01085592099852408,5.960445643801715e-05,0.8416666666666667,0.8518518518518519,0.997782258064516,-0.026851851851851904,0.04444444444444451,0.0007958175680268242,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,3.900801130725517,11.883083619431169,0.7347392507449984,-0.9961748857692536,8.484067820435309,1.3330484137788585,1.8421012569094153,1.6507356723618496,3.13549421592915,0.15833333333333333,0.14814814814814814,-0.010185185185185186,0.010185185185185186
25,MaritalStatus_Married,-0.05287132025300427,0.001418696490928184,0.8275862068965517,0.8666666666666667,0.9810901001112347,-0.005747126436781658,0.042528735632183956,0.018589743589743635,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,3.900801130725517,11.883083619431169,-1.8832534020346146,-0.9961748857692536,8.484067820435309,1.3330484137788585,1.8421012569094153,0.377568370565646,3.13549421592915,0.1724137931034483,0.1333333333333333,-0.039080459770114984,0.039080459770114984
26,MaritalStatus_Single,0.061424033823343195,0.0018650341475268672,0.8620689655172413,0.8166666666666667,1.021968854282536,0.022413793103448265,-0.07011494252873562,-0.01558750773036488,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,3.900801130725517,11.883083619431169,-1.8832534020346146,-0.9961748857692536,8.484067820435309,1.3330484137788585,1.8421012569094153,0.377568370565646,3.13549421592915,0.13793103448275867,0.18333333333333335,0.045402298850574674,-0.045402298850574674
27,OverTime_No,-0.10793541732505645,0.00551858661949664,0.7804878048780488,0.8679245283018868,0.925255704169945,-0.0009203865623562679,-0.02024850437183623,-0.0707815734989648,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,3.900801130725517,11.883083619431169,-1.0217242966183733,-0.9961748857692536,8.484067820435309,1.3330484137788585,1.8421012569094153,-0.9961748857692534,3.13549421592915,0.2195121951219512,0.13207547169811318,-0.08743672342383801,0.08743672342383801
28,OverTime_Yes,0.10793541732505645,0.00551858661949664,0.8679245283018868,0.7804878048780488,1.0289105295191723,0.0009203865623562679,0.02024850437183623,0.0707815734989648,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,3.900801130725517,11.883083619431169,-1.0217242966183733,-0.9961748857692536,8.484067820435309,1.3330484137788585,1.8421012569094153,0.9961748857692534,3.13549421592915,0.13207547169811318,0.2195121951219512,0.08743672342383801,-0.08743672342383801
0,PerformanceRating,0.1595279512968457,0.010574542540796733,0.0,0.891156462585034,0.0,-0.9659863945578231,,-0.9809160305343512,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.10884353741496598,0.891156462585034,0.5,0.391156462585034,2,0,0,0,0,0,-1.9415389527458495,70.94454221165283,4.385680913411506,12.50618418312769,1.964546708463946,-1.1987141078759618,8.484067820435309,1.3850856164835934,1.9418312163257887,1.9844399925669227,2.7725887222397807,1.0,0.108843537414966,-0.891156462585034,0.891156462585034
1,BusinessTravel_Non-Travel,-0.14661576724932032,0.018778523247023365,0.872,1.0,0.9785038167938933,0.12036363636363634,0.007636363636363663,0.5590075062552127,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.10884353741496598,0.891156462585034,0.5,0.391156462585034,2,0,0,0,0,0,-1.9415389527458495,70.94454221165283,4.385680913411506,12.50618418312769,1.9645467084639479,-1.1987141078759618,8.484067820435309,1.3850856164835934,1.9418312163257887,1.9844399925669247,2.7725887222397807,0.128,0.0,-0.128,0.128
2,BusinessTravel_Travel_Frequently,0.15010517477315008,0.00949382979231303,0.9112903225806451,0.782608695652174,1.0225929573996553,-0.040322580645161255,-0.08835904628330993,-0.022123893805309713,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.10884353741496598,0.891156462585034,0.5,0.391156462585034,2,0,0,0,0,0,-1.9415389527458495,70.94454221165283,4.385680913411506,12.50618418312769,1.6737183827441142,-1.1987141078759618,8.484067820435309,1.3850856164835934,1.9418312163257887,1.9107932842442976,2.7725887222397807,0.08870967741935487,0.21739130434782605,0.12868162692847118,-0.12868162692847118
3,BusinessTravel_Travel_Rarely,-0.004836033238348639,1.1654334490920903e-05,0.8888888888888888,0.8921568627450981,0.9974554707379136,-0.04705882352941171,0.05032679738562096,-0.026510989010988972,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.10884353741496598,0.891156462585034,0.5,0.391156462585034,2,0,0,0,0,0,-1.9415389527458495,70.94454221165283,4.385680913411506,12.50618418312769,-1.2952550522124555,-1.1987141078759618,8.484067820435309,1.3850856164835934,1.9418312163257887,-0.8500326471107378,2.7725887222397807,0.11111111111111116,0.10784313725490191,-0.0032679738562092497,0.0032679738562092497
4,Department_Human Resources,-0.07209255415861529,0.004808255350947116,0.8865248226950354,1.0,0.9948026636348871,-0.03546099290780147,0.14893617021276595,0.48,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.10884353741496598,0.891156462585034,0.5,0.391156462585034,2,0,0,0,0,0,-1.9415389527458495,70.94454221165283,4.385680913411506,12.50618418312769,20.265875927284593,-1.1987141078759618,8.484067820435309,1.3850856164835934,1.9418312163257887,4.689382733444252,2.7725887222397807,0.11347517730496459,0.0,-0.11347517730496459,0.11347517730496459
5,Department_Research & Development,-0.057753646801138356,0.0016076623088101816,0.8636363636363636,0.9029126213592233,0.9691186675919502,0.04854368932038833,-0.009267431597528741,0.026881720430107503,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.10884353741496598,0.891156462585034,0.5,0.391156462585034,2,0,0,0,0,0,-1.9415389527458495,70.94454221165283,4.385680913411506,12.50618418312769,-1.2329039474084673,-1.1987141078759618,8.484067820435309,1.3850856164835934,1.9418312163257887,-0.8854706164221097,2.7725887222397807,0.13636363636363635,0.09708737864077666,-0.0392762577228597,0.0392762577228597
6,Department_Sales,0.09299291818188986,0.004033672972326707,0.908256880733945,0.8421052631578947,1.0191890188388542,-0.04587155963302747,-0.02028005794302279,-0.02525252525252525,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.10884353741496598,0.891156462585034,0.5,0.391156462585034,2,0,0,0,0,0,-1.9415389527458495,70.94454221165283,4.385680913411506,12.50618418312769,-0.7682995054862722,-1.1987141078759618,8.484067820435309,1.3850856164835934,1.9418312163257887,1.114603479489271,2.7725887222397807,0.09174311926605505,0.1578947368421053,0.06615161757605026,-0.06615161757605026
7,EducationField_Human Resources,-0.050443327230531826,0.002377548026465101,0.8888888888888888,1.0,0.9974554707379135,-0.03472222222222221,0.14583333333333337,0.48046875,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.10884353741496598,0.891156462585034,0.5,0.391156462585034,2,0,0,0,0,0,-1.9415389527458495,70.94454221165283,4.385680913411506,12.50618418312769,45.59761334610472,-1.1987141078759618,8.484067820435309,1.3850856164835934,1.9418312163257887,6.854003664332094,2.7725887222397807,0.11111111111111116,0.0,-0.11111111111111116,0.11111111111111116
8,EducationField_Life Sciences,-0.06802234934585168,0.002379169506882217,0.8735632183908046,0.9166666666666666,0.9802579626217426,-0.02931034482758621,0.07241379310344831,-0.017224880382775143,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.10884353741496598,0.891156462585034,0.5,0.391156462585034,2,0,0,0,0,0,-1.9415389527458495,70.94454221165283,4.385680913411506,12.50618418312769,-1.8832534020346146,-1.1987141078759618,8.484067820435309,1.3850856164835934,1.9418312163257887,0.377568370565646,2.7725887222397807,0.12643678160919536,0.08333333333333337,-0.04310344827586199,0.04310344827586199
9,EducationField_Marketing,0.08826335877862594,0.0033629817214438223,0.9007633587786259,0.8125,1.0107802575607483,-0.03816793893129766,-0.05009541984732824,-0.0211864406779661,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.10884353741496598,0.891156462585034,0.5,0.391156462585034,2,0,0,0,0,0,-1.9415389527458495,70.94454221165283,4.385680913411506,12.50618418312769,4.501850816004213,-1.1987141078759618,8.484067820435309,1.3850856164835934,1.9418312163257887,2.5378695455172964,2.7725887222397807,0.0992366412213741,0.1875,0.0882633587786259,-0.0882633587786259
