,variable,correlation_true,mutual_info,unpriv_prob_pos,priv_prob_pos,unpriv_unbalance,priv_unbalance,statistical_parity,equal_opportunity,average_odds,instance_num,log_inst_num,class_num,feat_num,log_feat_num,inst_missing_vals,perc_inst_missing_val,feat_missing_val,perc_feat_missing_val,missing_vals,perc_miss_vals,numeric_features,cat_features,ratio_num_cat,ratio_cat_num,dataset_ratio,log_dataset_ratio,inverse_ratio,log_inverse_ratio,class_prob_min,class_prob_max,class_prob_mean,class_prob_std,symbols,symbols_min,symbols_max,symbols_mean,symbols_std,symbols_sum,kurtosis_min,kurtosis_max,kurtosis_mean,kurtosis_std,kurtosis_var,skew_min,skew_max,skew_mean,skew_std,skew_var,class_entropy,pos_prob,unpriv_prob_neg,priv_prob_neg,neg_prob
10,EducationField_Medical,-0.13396607844181513,0.00959253132177583,0.8064516129032258,0.9074074074074074,0.956035379812695,1.075716845878136,-0.013739545997610514,0.10872162485065706,0.037777777777777743,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,4.458050165080529,12.471879516078767,-1.7143506502423822,-0.9961748857692536,8.484067820435309,1.4049329394155232,1.9355064603842869,0.5560237543983453,3.13549421592915,-0.10095579450418168,0.19354838709677424,0.09259259259259256,0.10095579450418168
11,EducationField_Other,-0.062163070321759016,0.0035116802701443545,0.8402777777777778,1.0,0.996135752688172,1.185483870967742,-0.02777777777777779,0.14583333333333337,0.4306503772906935,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,4.458050165080529,12.471879516078767,45.597613346104716,-0.9961748857692536,8.484067820435309,1.4049329394155232,1.9355064603842869,6.854003664332094,3.13549421592915,-0.1597222222222222,0.1597222222222222,0.0,0.1597222222222222
12,EducationField_Technical Degree,0.051639539705277286,0.00123283224036147,0.849624060150376,0.7857142857142857,1.007215619694397,0.9314516129032258,-0.03007518796992481,-0.07894736842105265,-0.07942477876106196,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,4.458050165080529,12.471879516078767,5.842649727767695,-0.9961748857692536,8.484067820435309,1.4049329394155232,1.9355064603842869,2.7862765260566906,3.13549421592915,0.06390977443609025,0.15037593984962405,0.2142857142857143,-0.06390977443609025
13,Gender_Female,-0.012292833505820949,7.568614252806416e-05,0.8395061728395061,0.8484848484848485,0.995221027479092,1.0058651026392962,0.03310886644219968,0.06677890011223342,0.14264705882352946,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,4.458050165080529,12.471879516078767,-1.9842228156404402,-0.9961748857692536,8.484067820435309,1.4049329394155232,1.9355064603842869,0.20727354484249363,3.13549421592915,-0.008978675645342382,0.16049382716049387,0.1515151515151515,0.008978675645342382
14,Gender_Male,0.012292833505820949,7.568614252806416e-05,0.8484848484848485,0.8395061728395061,1.0058651026392962,0.995221027479092,-0.03310886644219968,-0.06677890011223342,-0.14264705882352946,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,4.458050165080529,12.471879516078767,-1.9842228156404407,-0.9961748857692536,8.484067820435309,1.4049329394155232,1.9355064603842869,-0.20727354484249333,3.13549421592915,0.008978675645342382,0.1515151515151515,0.16049382716049387,-0.008978675645342382
15,JobRole_Healthcare Representative,0.051639539705277286,0.00123283224036147,0.849624060150376,0.7857142857142857,1.007215619694397,0.9314516129032258,-0.03007518796992481,-0.07894736842105265,-0.07942477876106196,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,4.458050165080529,12.471879516078767,5.842649727767693,-0.9961748857692536,8.484067820435309,1.4049329394155232,1.9355064603842869,2.7862765260566906,3.13549421592915,0.06390977443609025,0.15037593984962405,0.2142857142857143,-0.06390977443609025
16,JobRole_Human Resources,0.1004302760077516,0.004095645768884527,0.851063829787234,0.6666666666666666,1.0089224433768016,0.7903225806451614,-0.028368794326241176,-0.198581560283688,-0.0755952380952381,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,4.458050165080529,12.471879516078767,20.265875927284583,-0.9961748857692536,8.484067820435309,1.4049329394155232,1.9355064603842869,4.68938273344425,3.13549421592915,0.18439716312056742,0.14893617021276595,0.33333333333333337,-0.18439716312056742
17,JobRole_Laboratory Technician,0.03822254657729741,0.0006982848436910688,0.8492063492063492,0.8095238095238095,1.006720430107527,0.9596774193548387,0.0793650793650793,-0.05555555555555558,0.10178018575851394,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,4.458050165080529,12.471879516078767,2.2841634738186474,-0.9961748857692536,8.484067820435309,1.4049329394155232,1.9355064603842869,2.062345731628369,3.13549421592915,0.03968253968253965,0.1507936507936508,0.19047619047619047,-0.03968253968253965
18,JobRole_Manager,-0.0513174783671485,0.0014952701699992646,0.8382352941176471,0.9090909090909091,0.9937144212523717,1.0777126099706746,-0.02941176470588236,0.05614973262032086,-0.07256778309409889,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,4.458050165080529,12.471879516078767,8.780898487921814,-0.9961748857692536,8.484067820435309,1.4049329394155232,1.9355064603842869,3.265211438874344,3.13549421592915,-0.07085561497326198,0.16176470588235292,0.09090909090909094,0.07085561497326198
19,JobRole_Manufacturing Director,-0.06880058383913533,0.002634425925272958,0.8333333333333334,0.9047619047619048,0.9879032258064516,1.0725806451612903,-0.031746031746031744,0.05555555555555558,-0.0761904761904762,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,4.458050165080529,12.471879516078767,2.2841634738186456,-0.9961748857692536,8.484067820435309,1.4049329394155232,1.9355064603842869,2.062345731628368,3.13549421592915,-0.0714285714285714,0.16666666666666663,0.09523809523809523,0.0714285714285714
20,JobRole_Research Director,-0.08884216723762642,0.007104199082151874,0.8368794326241135,1.0,0.9921070693205216,1.185483870967742,-0.028368794326241176,0.14893617021276595,0.43054532056005895,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,4.458050165080529,12.471879516078767,20.265875927284608,-0.9961748857692536,8.484067820435309,1.4049329394155232,1.9355064603842869,4.689382733444252,3.13549421592915,-0.16312056737588654,0.16312056737588654,0.0,0.16312056737588654
21,JobRole_Research Scientist,-0.038255161665335845,0.0007678968221067894,0.8373983739837398,0.875,0.9927222659323367,1.0372983870967742,0.017276422764227584,0.07113821138211374,0.11181229773462786,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,4.458050165080529,12.471879516078767,1.408103214652836,-0.9961748857692536,8.484067820435309,1.4049329394155232,1.9355064603842869,1.8409589771713373,3.13549421592915,-0.03760162601626016,0.16260162601626016,0.125,0.03760162601626016
22,JobRole_Sales Executive,0.04509744009057389,0.0009881817960269157,0.8532110091743119,0.8157894736842105,1.0114678899082568,0.9671052631578947,-0.03669724770642202,-0.05577015934331242,-0.0991263440860215,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,4.458050165080529,12.471879516078767,-0.7682995054862736,-0.9961748857692536,8.484067820435309,1.4049329394155232,1.9355064603842869,1.1146034794892705,3.13549421592915,0.03742153549010141,0.14678899082568808,0.1842105263157895,-0.03742153549010141
23,JobRole_Sales Representative,0.005794054385062593,1.65102905758871e-05,0.8439716312056738,0.8333333333333334,1.0005147563486616,0.9879032258064518,0.14539007092198575,0.14893617021276595,0.45034377387318564,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,4.458050165080529,12.471879516078767,20.265875927284593,-0.9961748857692536,8.484067820435309,1.4049329394155232,1.9355064603842869,4.689382733444252,3.13549421592915,0.010638297872340385,0.15602836879432624,0.16666666666666663,-0.010638297872340385
24,MaritalStatus_Divorced,-0.01085592099852408,5.960445643801715e-05,0.8416666666666667,0.8518518518518519,0.997782258064516,1.0098566308243728,-0.033333333333333326,-0.0064814814814814214,-0.08389786347055761,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,4.458050165080529,12.471879516078767,0.7347392507449984,-0.9961748857692536,8.484067820435309,1.4049329394155232,1.9355064603842869,1.6507356723618496,3.13549421592915,-0.010185185185185186,0.15833333333333333,0.14814814814814814,0.010185185185185186
25,MaritalStatus_Married,-0.05287132025300427,0.001418696490928184,0.8275862068965517,0.8666666666666667,0.9810901001112347,1.0274193548387096,-0.017816091954022895,-0.012068965517241348,-0.09038461538461534,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,4.458050165080529,12.471879516078767,-1.8832534020346146,-0.9961748857692536,8.484067820435309,1.4049329394155232,1.9355064603842869,0.377568370565646,3.13549421592915,-0.039080459770114984,0.1724137931034483,0.1333333333333333,0.039080459770114984
26,MaritalStatus_Single,0.061424033823343195,0.0018650341475268672,0.8620689655172413,0.8166666666666667,1.021968854282536,0.9681451612903225,0.03850574712643684,0.016091954022988575,0.1296969696969697,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,4.458050165080529,12.471879516078767,-1.8832534020346146,-0.9961748857692536,8.484067820435309,1.4049329394155232,1.9355064603842869,0.377568370565646,3.13549421592915,0.045402298850574674,0.13793103448275867,0.18333333333333335,-0.045402298850574674
27,OverTime_No,-0.10793541732505645,0.00551858661949664,0.7804878048780488,0.8679245283018868,0.925255704169945,1.0289105295191723,-0.06373676944316609,0.07248044178554991,-0.0910218253968254,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,4.458050165080529,12.471879516078767,-1.0217242966183733,-0.9961748857692536,8.484067820435309,1.4049329394155232,1.9355064603842869,-0.9961748857692534,3.13549421592915,-0.08743672342383801,0.2195121951219512,0.13207547169811318,0.08743672342383801
28,OverTime_Yes,0.10793541732505645,0.00551858661949664,0.8679245283018868,0.7804878048780488,1.0289105295191723,0.925255704169945,0.06373676944316609,-0.07248044178554991,0.0910218253968254,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.1564625850340136,0.8435374149659864,0.5,0.3435374149659864,2,0,0,0,0,0,-1.9842228156404407,70.94454221165283,4.458050165080529,12.471879516078767,-1.0217242966183733,-0.9961748857692536,8.484067820435309,1.4049329394155232,1.9355064603842869,0.9961748857692534,3.13549421592915,0.08743672342383801,0.13207547169811318,0.2195121951219512,-0.08743672342383801
0,PerformanceRating,0.1595279512968457,0.010574542540796733,0.0,0.891156462585034,0.0,1.0,-1.0,,-1.0,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.10884353741496598,0.891156462585034,0.5,0.391156462585034,2,0,0,0,0,0,-1.9415389527458495,70.94454221165283,3.9413103707362165,12.200385126865587,1.964546708463946,-1.1987141078759618,8.484067820435309,1.2939509454708629,1.8818731300350628,1.9844399925669227,2.7725887222397807,-0.891156462585034,1.0,0.108843537414966,0.891156462585034
1,BusinessTravel_Non-Travel,-0.14661576724932032,0.018778523247023365,0.872,1.0,0.9785038167938933,1.1221374045801529,0.0,0.128,0.5,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.10884353741496598,0.891156462585034,0.5,0.391156462585034,2,0,0,0,0,0,-1.9415389527458495,70.94454221165283,3.9413103707362165,12.200385126865587,1.9645467084639479,-1.1987141078759618,8.484067820435309,1.2939509454708629,1.8818731300350628,1.9844399925669247,2.7725887222397807,-0.128,0.128,0.0,0.128
2,BusinessTravel_Travel_Frequently,0.15010517477315008,0.00949382979231303,0.9112903225806451,0.782608695652174,1.0225929573996553,0.878194490540989,0.0,-0.12868162692847118,0.0,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.10884353741496598,0.891156462585034,0.5,0.391156462585034,2,0,0,0,0,0,-1.9415389527458495,70.94454221165283,3.9413103707362165,12.200385126865587,1.6737183827441142,-1.1987141078759618,8.484067820435309,1.2939509454708629,1.8818731300350628,1.9107932842442976,2.7725887222397807,0.12868162692847118,0.08870967741935487,0.21739130434782605,-0.12868162692847118
3,BusinessTravel_Travel_Rarely,-0.004836033238348639,1.1654334490920903e-05,0.8888888888888888,0.8921568627450981,0.9974554707379136,1.0011225864391557,0.0,0.0032679738562092497,0.0,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.10884353741496598,0.891156462585034,0.5,0.391156462585034,2,0,0,0,0,0,-1.9415389527458495,70.94454221165283,3.9413103707362165,12.200385126865587,-1.2952550522124555,-1.1987141078759618,8.484067820435309,1.2939509454708629,1.8818731300350628,-0.8500326471107378,2.7725887222397807,-0.0032679738562092497,0.11111111111111116,0.10784313725490191,0.0032679738562092497
4,Department_Human Resources,-0.07209255415861529,0.004808255350947116,0.8865248226950354,1.0,0.9948026636348871,1.1221374045801527,0.0,0.11347517730496459,0.5,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.10884353741496598,0.891156462585034,0.5,0.391156462585034,2,0,0,0,0,0,-1.9415389527458495,70.94454221165283,3.9413103707362165,12.200385126865587,20.265875927284593,-1.1987141078759618,8.484067820435309,1.2939509454708629,1.8818731300350628,4.689382733444252,2.7725887222397807,-0.11347517730496459,0.11347517730496459,0.0,0.11347517730496459
5,Department_Research & Development,-0.057753646801138356,0.0016076623088101816,0.8636363636363636,0.9029126213592233,0.9691186675919502,1.0131920254947009,0.0,0.0392762577228597,0.0,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.10884353741496598,0.891156462585034,0.5,0.391156462585034,2,0,0,0,0,0,-1.9415389527458495,70.94454221165283,3.9413103707362165,12.200385126865587,-1.2329039474084673,-1.1987141078759618,8.484067820435309,1.2939509454708629,1.8818731300350628,-0.8854706164221097,2.7725887222397807,-0.0392762577228597,0.13636363636363635,0.09708737864077666,0.0392762577228597
6,Department_Sales,0.09299291818188986,0.004033672972326707,0.908256880733945,0.8421052631578947,1.0191890188388542,0.9449578143832864,0.0,-0.06615161757605026,0.0,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.10884353741496598,0.891156462585034,0.5,0.391156462585034,2,0,0,0,0,0,-1.9415389527458495,70.94454221165283,3.9413103707362165,12.200385126865587,-0.7682995054862722,-1.1987141078759618,8.484067820435309,1.2939509454708629,1.8818731300350628,1.114603479489271,2.7725887222397807,0.06615161757605026,0.09174311926605505,0.1578947368421053,-0.06615161757605026
7,EducationField_Human Resources,-0.050443327230531826,0.002377548026465101,0.8888888888888888,1.0,0.9974554707379135,1.1221374045801527,0.0,0.11111111111111116,0.5,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.10884353741496598,0.891156462585034,0.5,0.391156462585034,2,0,0,0,0,0,-1.9415389527458495,70.94454221165283,3.9413103707362165,12.200385126865587,45.59761334610472,-1.1987141078759618,8.484067820435309,1.2939509454708629,1.8818731300350628,6.854003664332094,2.7725887222397807,-0.11111111111111116,0.11111111111111116,0.0,0.11111111111111116
8,EducationField_Life Sciences,-0.06802234934585168,0.002379169506882217,0.8735632183908046,0.9166666666666666,0.9802579626217426,1.0286259541984732,0.0,0.04310344827586199,0.0,147,4.990432586778736,2,57,4.04305126783455,0,0,0,0,0,0,57,0,1,0.0,0.3877551020408163,-0.9473813189441862,2.5789473684210527,0.9473813189441862,0.10884353741496598,0.891156462585034,0.5,0.391156462585034,2,0,0,0,0,0,-1.9415389527458495,70.94454221165283,3.9413103707362165,12.200385126865587,-1.8832534020346146,-1.1987141078759618,8.484067820435309,1.2939509454708629,1.8818731300350628,0.377568370565646,2.7725887222397807,-0.04310344827586199,0.12643678160919536,0.08333333333333337,0.04310344827586199
